t,l,m,r,n,v_m,v_a,v_m_e,v_a_e,a,e,seed,computation_time,version,max_complexity,mean_complexity,has_phase_change,time_to_chaos
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1460247943,15.072360277175903,0.03,9120108.393559117,86876.53475722825,True,255.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,340679996,27.7487428188324,0.03,131825673855.63994,600259976.692551,True,745.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1370403879,25.1555233001709,0.03,120226443.46174082,2192185.681966268,True,478.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,519638045,21.975879669189453,0.03,120226443.46174082,569699.0576906186,True,505.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,667777594,15.06674337387085,0.03,301995172.04019946,9141846.308060843,True,619.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1918456985,42.28366994857788,0.03,301995172040201.94,2033369002202.544,True,1323.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1294162850,21.517067432403564,0.03,22908676.527677797,215313.88919374224,True,275.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,691582327,27.61919403076172,0.03,3311311214.825908,61018708.69726782,True,1099.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1262375759,21.680474042892456,0.03,1096478196.1431828,13909022.851907557,True,684.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,941705725,24.77174663543701,0.03,19054607.17963252,358854.11669524026,True,696.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1150267632,28.15565705299377,0.03,5.754399373371543e+17,1778329307588070.8,False,1643.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1864491243,24.7836811542511,0.03,10964781961431.828,88311821435.8697,True,1284.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1971670586,17.559824466705322,0.03,1202264.4346174132,43602.837604198,True,268.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,2086785716,24.224947214126587,0.03,13182567.385564102,436400.0106132868,True,434.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,234854568,16.86830759048462,0.03,2511886.4315095823,57869.03824124484,True,258.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1701077306,17.786298990249634,0.03,75857757502.9182,465511260.7373419,True,1358.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1098056692,15.928155899047852,0.03,47863009.2322638,1019251.0398163898,True,333.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,162940193,23.92193007469177,0.03,144543977.0745928,1613200.1562741827,True,377.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,881927658,20.63043522834778,0.03,478630092322.638,4579053644.988524,True,1304.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,2132288590,23.8486225605011,0.03,8317637711.026674,162126865.56411555,True,1075.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,643726557,27.79020977020264,0.03,331131121482.5908,3206964652.7149377,True,624.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,2101435135,19.35273790359497,0.03,52480746024.97712,673835420.7444038,True,1375.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,454542840,19.3127076625824,0.03,12022644346.174082,349762013.4500191,True,619.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,554181827,27.634509325027462,0.03,208929613.0854041,4307034.7928196965,False,553.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,564985012,24.25996780395508,0.03,301995172.04019946,5257048.347424384,True,555.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1858791613,18.76539778709412,0.03,91201083935.5904,584349347.2662491,True,727.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,2139457939,27.01468586921692,0.03,8317637711.026674,64816703.3226039,True,1252.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,719128030,16.118253707885742,0.03,39810717.05534969,589543.9944775761,True,329.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1247984464,32.77568483352661,0.03,20892961308.54041,174761203.55425966,False,1000.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1229534699,25.69929981231689,0.03,27542287.033381637,641715.6886171139,True,444.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,74618089,20.25666093826294,0.03,27542287.033381637,473154.11286528513,True,532.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,611798231,22.45355582237244,0.03,691830970918.9363,3602296208.630446,True,909.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,730096248,16.31296968460083,0.03,69183097.09189363,987127.6978026092,True,321.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1183225724,18.296207904815677,0.03,91201083935.5904,270860363.1794689,True,538.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1493101563,20.45861005783081,0.03,69183097.09189363,1396527.0935817054,True,749.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,413045464,25.32996344566345,0.03,5754399373.371543,48300246.49848333,False,2744.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1461401413,24.49403285980225,0.03,17378008287.49369,209431554.00825572,True,645.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1892852484,16.84652853012085,0.03,173780082.8749369,2079456.8551200612,True,366.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1853860552,22.99760913848877,0.03,251188643.1509572,4543749.969078522,True,946.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,2072877946,25.78821897506714,0.03,173780082.8749369,3772092.18828271,True,2202.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1522095988,17.221561193466187,0.03,6309573.444801942,93705.01447172584,True,350.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,890929809,21.02224540710449,0.03,630957344.4801891,4892292.348101991,True,1407.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,879119474,18.469407320022583,0.03,144543977.0745928,2855963.841667161,False,429.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,546209596,19.68807816505432,0.03,69183097.09189363,1170877.114916092,True,609.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,645155964,17.26940393447876,0.03,36307805477.010025,493912309.0122661,True,630.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,698038604,24.517119884490967,0.03,8317637711.026674,139935087.95540148,True,548.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1567412453,21.87957787513733,0.03,33113112148259.08,359165369827.5908,True,2105.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1973707169,26.43737864494324,0.03,25118864315.09572,249212265.97031575,True,732.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,732294630,14.653186798095703,0.03,27542287.033381637,425313.9336590427,True,569.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1122779340,21.659095525741577,0.03,1096478196.1431828,18909237.65448905,True,566.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,160370054,17.371572732925415,0.03,275422.87033381633,11002.153663324623,True,205.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1543224503,17.844935417175293,0.03,39810717.05534969,332673.83475551003,True,369.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1167048673,24.69921064376831,0.03,208929613.0854041,4723668.918128019,True,970.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1014208209,20.149030208587646,0.03,75857757502.9182,702900453.706606,True,1132.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1037202550,23.553962230682373,0.03,3019951.720402019,51660.53392401395,True,193.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1432320542,24.690653085708615,0.03,173780082.8749369,2617709.928238513,True,354.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,292476980,19.95192265510559,0.03,8317637711.026674,93590049.80809684,True,862.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,327201905,27.807766675949097,0.03,630957344.4801891,5871043.827977249,True,3736.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,432710735,21.13133382797241,0.03,69183097091893.625,484313294003.9763,True,1478.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1529877059,27.360193014144897,0.03,43651583224.0163,322315965.109656,True,2370.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1758755998,26.452807664871216,0.03,20892961308.54041,454284745.75555295,True,758.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,444886360,21.805809020996094,0.03,47863009.2322638,395711.43300545606,True,515.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1258806346,30.95207381248474,0.03,2089296130854.0408,9825955470.400965,True,971.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1305861352,19.63321208953857,0.03,100000000.0,2182199.9189627417,False,544.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1420866202,23.15031361579895,0.03,1584893192.4611108,9003591.262033697,True,345.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1400844911,18.54367709159851,0.03,27542287.033381637,275272.561538136,True,444.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1256357730,19.51118016242981,0.03,436515832.24016297,8886041.207181219,True,367.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,505264032,17.919369220733643,0.03,9120108.393559117,130508.24248829718,True,304.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1952054052,28.660977363586422,0.03,3630780547701.003,18428207285.801525,False,1924.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1772975380,17.320002555847168,0.03,33113112.14825908,702284.6840953369,True,466.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,2035172568,19.71002173423767,0.03,27542287.033381637,654399.5496189179,True,467.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1646995026,24.72411108016968,0.03,1905460717963236.5,13843204279168.14,True,888.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,288873827,22.51977634429932,0.03,13182567.385564102,259969.0089867067,True,326.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1625242294,30.150206565856934,0.03,1.7378008287493692e+16,77059474484444.22,False,3349.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1707237942,16.255677700042725,0.03,4365158.322401665,68628.64354841501,True,176.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,2045470699,20.01467347145081,0.03,6309573.444801942,137709.65603010138,True,447.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,838293904,16.98309564590454,0.03,144543977.0745928,2196085.4136923323,True,480.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,601379995,21.04776167869568,0.03,251188643.1509572,11218938.45816795,True,555.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1785598928,24.209031581878666,0.03,1905460717.9632368,11004326.39723759,True,777.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1486002365,28.897012948989868,0.03,144543977074592.8,942699453276.33,True,806.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1918040405,29.8013277053833,0.03,13182567385563.994,34556489443.26968,False,4099.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,139102321,22.71281480789185,0.03,363078054.7701003,9051661.578714725,True,490.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,933259866,17.11135482788086,0.03,6309573.444801942,244905.81500548,True,575.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,781839084,18.921571731567383,0.03,144543977.0745928,4909220.640466709,True,439.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,662748797,20.886001586914062,0.03,83176377.11026709,1503371.840061831,True,611.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,2005808890,21.28668999671936,0.03,91201083935.5904,442957688.7154463,True,897.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,949663975,17.756038904190063,0.03,4365158.322401665,116405.82333082294,True,412.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1884157273,28.24325203895569,0.03,2511886431509.572,30878595101.148857,True,855.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,302944713,17.275445222854614,0.03,15848931.924611174,199385.7081885937,True,314.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1244839318,20.720054864883423,0.03,758577575.0291821,30682677.70356108,True,609.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1804202720,26.918765783309937,0.03,363078054.7701003,4771328.246223768,False,3886.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,298492075,11.765195846557615,0.03,2511886.4315095823,26964.688350254448,True,279.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,939094083,20.65254807472229,0.03,3630780547701.003,42139394785.84241,True,2415.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1394861949,14.27367615699768,0.03,27542287.033381637,495379.0293014862,True,264.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1336063424,19.061427116394043,0.03,144543977.0745928,3095493.6703767367,False,3398.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,991976139,15.137134075164797,0.03,4365158.322401665,99535.76983279853,True,251.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,2140797632,9.810059785842896,0.03,173780082.8749369,2874822.334641891,True,600.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,808915503,21.99415898323059,0.03,2290867652767770.0,7493507445076.536,False,4122.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1458986422,12.54557490348816,0.03,100000000.0,794719.9667376718,True,623.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,712320901,20.34866094589233,0.03,4786300923.22638,21861733.32567292,True,554.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1014969642,30.190943241119385,0.03,3.630780547701002e+16,125977084551807.92,False,3558.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1890850159,18.18267560005188,0.03,173780082874936.9,704046400774.0282,False,1938.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,404661565,23.687183380126957,0.03,14454397707.45928,192423434.5422445,True,928.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1877459300,11.947717428207396,0.03,4786300923.22638,32342573.04857716,True,947.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1508891514,19.67871856689453,0.03,57543993733715.43,507702187176.4118,True,861.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1719433699,29.53975248336792,0.03,2511886431509.572,24001565494.162296,False,2287.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1605872989,10.394507646560667,0.03,9120108393559.04,103005759039.90886,True,1324.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1156233567,19.415708780288696,0.03,69183097091893.625,196084711263.68472,True,935.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1954390715,9.72475552558899,0.03,91201083935.5904,1531432187.0647311,True,1334.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,2060394737,8.495318174362183,0.03,10964781.961431874,190301.2624458921,True,335.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1550306973,8.5994553565979,0.03,27542287.033381637,575644.7134833834,True,351.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1517094199,12.20571231842041,0.03,17378008287.49369,251149611.49614257,False,1843.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1532976116,10.39474105834961,0.03,12022644346.174082,176845681.93869406,True,1553.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1074581535,8.48824954032898,0.03,1318256738.556399,23340806.42386667,True,1000.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1816532595,19.44740200042725,0.03,83176377110266.75,1137856530553.4087,False,1849.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,2141498352,8.722208261489868,0.03,1905460717.9632368,39853052.43678681,True,1200.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1303680735,11.952763557434082,0.03,1905460717.9632368,14995847.810627408,False,2709.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,882179845,12.945103168487549,0.03,251188643150957.2,761659617724.7166,False,3457.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1932126828,11.683785438537598,0.03,691830970918.9363,12424906667.495798,True,790.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1099177892,9.612135648727415,0.03,47863009.2322638,924933.4581086783,True,550.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,578637067,18.78491711616516,0.03,158489319246.11108,2454017545.904456,False,2709.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1415345866,11.120500087738035,0.03,1318256738.556399,17986694.15813704,True,424.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1859613812,11.552697658538818,0.03,3630780.5477010175,66821.76278166957,True,728.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,36432672,9.617056131362917,0.03,1202264434617.4082,12387132217.088049,True,1078.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,410223104,10.486373662948608,0.03,7585775.750291851,362366.7930030367,False,546.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,828488233,7.32476544380188,0.03,2290867652.76777,41025594.6763965,True,580.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1815006399,15.038989305496216,0.03,13182567385563.994,82884047170.29305,True,3170.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,181138754,6.393414974212647,0.03,1445439.770745928,33531.92638625471,True,285.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1930789579,9.482271909713743,0.03,10964781961431.828,48649582555.097244,True,1058.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1419577843,8.299029350280762,0.03,13182567.385564102,240396.24036409377,True,494.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1912510361,9.678120374679564,0.03,109647819614.31828,932926793.5041382,True,768.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,2032341926,9.258220672607422,0.03,173780082.8749369,2275311.7135413564,True,802.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,624513791,10.893558502197266,0.03,22908676.527677797,484926.9389270956,True,1000.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1916738893,13.26357078552246,0.03,25118864315.09572,188525280.686369,False,4287.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1186961648,12.661961793899536,0.03,27542287.033381637,517667.4526322471,True,369.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,105987222,20.33616423606873,0.03,831763771102.6675,6583156315.054663,False,3647.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1264622216,8.556155920028687,0.03,301995172.04019946,4185705.497183705,True,603.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1577624329,9.017478942871094,0.03,69183097.09189363,1300026.5782836345,True,374.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,852431717,9.705821752548218,0.03,33113112.14825908,789104.9624083722,True,464.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,2019034643,9.00993037223816,0.03,1096478196.1431828,7463082.053638138,True,549.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1009917919,7.125457048416138,0.03,47863009.2322638,545354.4614619495,True,559.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1642955419,8.623107433319092,0.03,758577575.0291821,9982829.851543294,False,781.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,465192325,9.707277059555054,0.03,251188643.1509572,4854471.504314144,False,346.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1786402234,10.270479440689089,0.03,436515832.24016297,11896891.30274924,True,496.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,542103702,8.95002031326294,0.03,9120108.393559117,177802.432394393,True,394.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,2103272047,13.161405563354492,0.03,7585775.750291851,91937.7832666513,True,877.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,26257371,13.706770181655884,0.03,10964781.961431874,386697.1944810408,True,450.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1969811725,8.219643831253052,0.03,57543993.73371567,789514.1737088353,True,458.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,850069894,12.85185194015503,0.03,758577575.0291821,7545482.997692839,True,957.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,700314355,11.060920715332031,0.03,25118864315.09572,141031754.3872548,True,1256.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1315064566,14.388914823532104,0.03,63095734448.01891,461340771.301162,True,564.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1608019047,8.050862073898315,0.03,14454397707.45928,85861926.13956104,True,957.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1513367280,16.869220495224,0.03,47863009232263.805,182675836441.90768,True,1173.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1381477278,10.347623586654665,0.03,91201083935.5904,524222250.89468056,True,1180.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,744003875,9.80478310585022,0.03,22908676.527677797,171373.95358308687,True,996.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,346444590,7.443799734115601,0.03,1000000.0,15810.89112354828,True,138.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1409260080,7.8247528076171875,0.03,22908676.527677797,511212.3952987825,True,381.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1933979905,11.661979913711548,0.03,20892961308.54041,205714829.92086315,False,1977.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,838436917,7.05927038192749,0.03,144543977.0745928,1263909.1483828176,True,607.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,613841908,8.455827951431274,0.03,2290867652.76777,15979786.877318136,False,4767.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,607601090,11.227925539016724,0.03,1.445439770745928e+16,64676244643210.31,True,1379.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1820079190,14.923831462860107,0.03,630957344.4801891,4873987.612341788,False,583.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1295464644,10.722377061843872,0.03,758577575.0291821,2915712.7907078923,True,542.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1398237043,13.013715267181396,0.03,39810717.05534969,585332.234272796,True,721.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1546594158,7.761309146881103,0.03,9120108.393559117,261071.3869041248,True,507.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1004677050,17.817262887954712,0.03,4786300923.22638,84757702.91613835,True,705.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,918918683,7.063451528549194,0.03,39810717.05534969,245608.560421977,True,640.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,436411167,10.03876566886902,0.03,436515832.24016297,5746828.549841055,True,1146.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1841196967,10.37322235107422,0.03,120226443.46174082,1941159.423799823,True,501.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,2110750695,7.833310604095459,0.03,47863009.2322638,1944635.5429306228,True,630.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,992450241,10.559297561645508,0.03,301995172.04019946,4300417.734062075,True,577.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,81431052,8.640701532363892,0.03,8317637711.026674,76253152.24442726,True,1033.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1277691923,15.103049993515016,0.03,12022644346.174082,55784969.34640746,True,863.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1820273949,14.98377013206482,0.03,524807460.2497712,12066987.79008015,True,447.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,160516676,13.753861904144289,0.03,43651583224.0163,1001158630.1032426,False,750.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1342416113,10.517678022384644,0.03,30199517204.02019,489924187.49347615,False,1578.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,627552354,8.481384754180908,0.03,120226443.46174082,976457.100068927,True,386.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,128654428,7.375116586685181,0.03,912010839.355904,21243373.9992976,True,593.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,2004542083,12.52155375480652,0.03,2754228703.338152,51679010.39626942,False,1268.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,2016152346,11.342815399169922,0.03,2511886431509.572,25100528423.595665,True,1327.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,610561292,11.585771560668944,0.03,2.511886431509572e+16,144040761358984.16,True,1062.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1844438472,10.43173050880432,0.03,2754228703.338152,42233767.815138176,True,1221.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,510551995,7.456788778305054,0.03,436515832.24016297,4049467.041760517,True,326.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1648894295,21.561110258102417,0.03,19054607179632.367,247243352546.1376,False,1126.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,884135957,8.719391822814941,0.03,15848931.924611174,287947.5818892693,False,290.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,928617650,13.032207727432253,0.03,630957344.4801891,3967630.1408755127,True,1208.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1262706876,12.76418685913086,0.03,301995172.04019946,8293985.867210019,True,436.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,295688892,14.451800107955933,0.03,7585775.750291851,240131.81958465072,True,506.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,1626969167,13.050150156021118,0.03,4786300923.22638,37634072.07517342,True,667.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,639560609,9.188727617263794,0.03,5248074.602497734,87303.69312545605,True,265.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,2084634566,10.444562911987305,0.03,398107170553.4953,3471824012.284539,True,1170.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,70781185,14.166649341583252,0.03,2089296130854.0408,12421823216.342916,True,930.0
5000,100,5,50,5,0.005,0,0.01,0.03,0.1,0.2,240089392,8.290551662445068,0.03,251188643.1509572,2252475.6706037377,True,997.0
